position,game,console,publisher,developer,vgchart_score,critic_score,user_score,total_shipped,total_sales,na_sales,pal_sales,japan_sales,other_sales,release_date,last_update
140,Another Bible,GB,Atlus  ,Atlus Co.  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,03rd Mar 95  ,N/A
141,Antz,GB,Atari  ,CLCE & Planet  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Oct 99  ,N/A
142,Antz Racing,GB,Electronic Arts  ,RFX Interactive  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Jun 01  ,N/A
143,Antz World Sportz,GB,LSP Games  ,M4 Limited  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 01  ,N/A
144,AquaLife,GB,Tamsoft  ,Tamsoft  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,22nd Oct 99  ,N/A
145,Arcade Classic 1: Asteroids / Missile Command,GB,Nintendo  ,The Code Monkeys  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Jul 95  ,N/A
146,Arcade Classic 2: Centipede / Millipede,GB,Nintendo  ,The Code Monkeys  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Aug 95  ,N/A
147,Arcade Classic 3: Galaga / Galaxian,GB,Namco  ,Namco  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Sep 95  ,N/A
148,Arcade Classic 4: Defender / Joust,GB,Nintendo  ,Williams Electronics  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Oct 95  ,N/A
149,Arcade Classics: Super Breakout / Battlezone,GB,Black Pearl  ,Atari  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Oct 96  ,N/A
150,Aretha,GB,Yanoman  ,Yanoman  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,16th Nov 90  ,N/A
151,Aretha II,GB,Yanoman  ,Yanoman  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,27th Sep 91  ,N/A
152,Aretha III,GB,Yanoman  ,Yanoman  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,16th Oct 92  ,N/A
