position,game,console,publisher,developer,vgchart_score,critic_score,user_score,total_shipped,total_sales,na_sales,pal_sales,japan_sales,other_sales,release_date,last_update
173,Abyss,WiiU,EnjoyUp Games  ,EnjoyUp Games  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st May 14  ,27th Jan 18
174,Adventures of Lolo,WiiU,Nintendo  ,Unknown  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,15th May 14  ,N/A
175,Affordable Space Adventures,WiiU,KnapNok Games  ,KnapNok Games  ,N/A  ,N/A  ,9.1  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 15  ,N/A
176,Aliens: Colonial Marines,WiiU,Sega  ,Unknown  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,12th Feb 13  ,N/A
177,Angry Birds,WiiU,Activision  ,FUN Labs  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,13th Aug 13  ,12th Jul 18
178,Angry Video Game Nerd Adventures,WiiU,Unknown  ,Freakzone Games  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,N/A  ,12th Jul 18
179,Aqua Moto Racing Utopia,WiiU,Zordix AB  ,Zordix AB  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,19th Apr 18  ,05th Oct 20
180,Armikrog,WiiU,Versus Evil  ,Pencil Test Studios  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,23rd Aug 16  ,04th Jan 18
181,Armillo,WiiU,Fuzzy Wuzzy Games  ,Unknown  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,03rd Jul 14  ,N/A
182,Assault Android Cactus,WiiU,Witch Beam Games  ,Unknown  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Jul 14  ,N/A
183,Ava and Avior Save the Earth,WiiU,Unknown  ,Unknown  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,24th Apr 14  ,N/A
184,Axiom Verge,WiiU,Thomas Happ Games  ,Thomas Happ Games  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 17  ,N/A
185,Aztez,WiiU,Team Colorblind  ,Unknown  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 15  ,N/A
186,BADLAND: Game of the Year Edition,WiiU,Frogmind  ,Frogmind  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,30th Jul 15  ,08th Apr 19
187,Ballpoint Universe: Infinite,WiiU,Arachnid Games  ,Unknown  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,18th Mar 14  ,N/A
188,Batman: Arkham Origins Blackgate,WiiU,Warner Bros. Interactive Entertainment  ,Armature Studio  ,N/A  ,N/A  ,N/A  ,N/A,N/A,N/A,N/A,N/A,N/A,01st Apr 14  ,10th Dec 18
